REGISTRATION TYPE,ENTITY TYPE,ENTITY,GST NO,STATE,CATEGORY,PLASTIC TYPE,INVOICE No,RECYCLED CONTENT %,BANK ACCOUNT  NO,IFSC,Sum of QTY  MT,Sum of GST PAID,EPR,EPR Invoice Number,Status,Upload Status,datetime,message
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252601957,90,4441008700000569,PUNB0444100,0.73739,16856.74,,202604238176176,Filled,Invoice Uploaded,2026-04-23T12:59:31.653Z,"×
Success
Invoice receipt updated successfully
×
Success
data fetch success"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602079,30,4441008700000569,PUNB0444100,4.20252,91530.87999999999,,202604238176179,Filled,Invoice Uploaded,2026-04-23T12:59:35.590Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602101,30,4441008700000569,PUNB0444100,3.5612600000000003,77564.24,,202604238176184,Filled,Invoice Uploaded,2026-04-23T12:59:39.440Z,"×
Success
Invoice receipt updated successfully
×
Success
data fetch success"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602116,30,4441008700000569,PUNB0444100,4.68749,102093.54000000001,,202604238176186,Filled,Invoice Uploaded,2026-04-23T12:59:43.286Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602128,30,4441008700000569,PUNB0444100,8.44824,184002.66,,202604238176191,Filled,Invoice Uploaded,2026-04-23T12:59:47.357Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602252,30,4441008700000569,PUNB0444100,0.50447,10987.36,,202604238176196,Filled,Invoice Uploaded,2026-04-23T12:59:51.219Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602296,30,4441008700000569,PUNB0444100,0.52815,11503.1,,202604238176198,Filled,Invoice Uploaded,2026-04-23T12:59:58.129Z,"×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602297,30,4441008700000569,PUNB0444100,10.39216,226341.26,,202604238176203,Filled,Invoice Uploaded,2026-04-23T13:00:01.998Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602343,30,4441008700000569,PUNB0444100,6.23084,135707.68,,202604238176206,Filled,Invoice Uploaded,2026-04-23T13:00:05.981Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602425,30,4441008700000569,PUNB0444100,0.53939,11747.92,,202604238176319,Filled,Invoice Uploaded,2026-04-23T13:00:09.824Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602594,30,4441008700000569,PUNB0444100,2.10215,45028.06,,202604238176219,Filled,Invoice Uploaded,2026-04-23T13:00:13.826Z,"×
Success
Invoice receipt updated successfully
×
Success
data fetch success"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602600,30,4441008700000569,PUNB0444100,4.00516,90116.1,,202604238176222,Filled,Invoice Uploaded,2026-04-23T13:00:17.725Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602640,30,4441008700000569,PUNB0444100,1.4082999999999999,30165.78,,202604238176225,Filled,Invoice Uploaded,2026-04-23T13:00:21.590Z,"×
Success
Invoice receipt updated successfully
×
Success
data fetch success"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602654,30,4441008700000569,PUNB0444100,0.70045,15003.64,,202604238176228,Filled,Invoice Uploaded,2026-04-23T13:00:25.466Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602763,30,4441008700000569,PUNB0444100,3.21814,72408.16,,202604238176232,Filled,Invoice Uploaded,2026-04-23T13:00:29.343Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602773,30,4441008700000569,PUNB0444100,7.3252999999999995,158796.92,,202604238176236,Filled,Invoice Uploaded,2026-04-23T13:00:33.210Z,"×
Success
data fetch success
×
Success
Invoice receipt updated successfully"
Registered,PRODUCER,UFLEX LIMITED,01AAACF0109J3ZC,JAMMU AND KASHMIR,CAT 2,PET,AF130252602775,30,4441008700000569,PUNB0444100,8.97625,192271.28,,202604238176239,Filled,Invoice Uploaded,2026-04-23T13:00:37.210Z,"×
Success
Invoice receipt updated successfully
×
Success
data fetch success"
